================================================================================
XAUBOT AI — #17 Liquidity Sweep Backtest
Mode: FILTER | CV: relaxed (0.003) | Lookback: 30
================================================================================
Generated: 2026-02-07 17:38:39
Period: 2025-08-01 to 2026-02-07

--- SWEEP STATS ---
  BSL Sweeps Detected:    2577
  SSL Sweeps Detected:    1989
  Sweep-Confirmed Trades: 649
  Sweep-Blocked Trades:   261

--- PERFORMANCE ---
  Total Trades:    649
  Wins:            462
  Losses:          187
  Win Rate:        71.2%
  Net PnL:         $1,251.66
  Profit Factor:   1.39
  Max Drawdown:    5.4% ($300.84)
  Avg Win:         $9.67
  Avg Loss:        $17.19
  Expectancy:      $1.93
  Sharpe Ratio:    1.83

--- ENTRY SOURCE BREAKDOWN ---
  SWEEP+SMC   : 649 trades,  71.2% WR, $1,251.66
  SMC         :   0 trades,   0.0% WR, $    0.00

--- EXIT REASONS ---
  breakeven_exit      :  228 ( 35.1%)
  trailing_sl         :  165 ( 25.4%)
  early_cut           :   93 ( 14.3%)
  trend_reversal      :   49 (  7.6%)
  take_profit         :   37 (  5.7%)
  timeout             :   20 (  3.1%)
  max_loss            :   15 (  2.3%)
  weekend_close       :   11 (  1.7%)
  smart_tp            :   11 (  1.7%)
  peak_protect        :   10 (  1.5%)
  market_signal       :   10 (  1.5%)

--- DIRECTION ---
  BUY: 383 trades, 71.5% WR, $672.84
  SELL: 266 trades, 70.7% WR, $578.81

--- TRADE LOG ---
   #       Entry Time  Dir      Entry       Exit   P/L($) Result        Exit Reason Sweep     Source
------------------------------------------------------------------------------------------------------------------------
  92 2025-09-01 07:15  BUY    3473.74    3475.74     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
  93 2025-09-01 11:15  BUY    3478.93    3471.32   -15.22   LOSS          early_cut   SSL  SWEEP+SMC
  94 2025-09-01 14:45  BUY    3469.95    3474.87     9.84    WIN        trailing_sl   SSL  SWEEP+SMC
  95 2025-09-01 19:45  BUY    3477.20    3480.10     2.90    WIN     breakeven_exit   SSL  SWEEP+SMC
  96 2025-09-02 06:15  BUY    3493.21    3495.21     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
  97 2025-09-02 10:30 SELL    3484.11    3479.63     8.96    WIN     breakeven_exit   BSL  SWEEP+SMC
  98 2025-09-02 15:30 SELL    3476.52    3484.99   -16.94   LOSS          early_cut   BSL  SWEEP+SMC
  99 2025-09-02 18:45  BUY    3520.29    3523.14     5.70    WIN     breakeven_exit   SSL  SWEEP+SMC
 100 2025-09-02 23:00  BUY    3535.52    3537.52     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 101 2025-09-03 06:30  BUY    3530.23    3534.30     4.07    WIN        trailing_sl   SSL  SWEEP+SMC
 102 2025-09-03 10:30  BUY    3534.15    3537.91     7.52    WIN     breakeven_exit   SSL  SWEEP+SMC
 103 2025-09-03 14:00  BUY    3546.16    3554.20    16.08    WIN        trailing_sl   SSL  SWEEP+SMC
 104 2025-09-03 18:45  BUY    3563.77    3575.12    11.35    WIN        trailing_sl   SSL  SWEEP+SMC
 105 2025-09-04 01:30  BUY    3562.34    3552.27   -10.07   LOSS     trend_reversal   SSL  SWEEP+SMC
 106 2025-09-04 07:00 SELL    3530.89    3528.89     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 107 2025-09-04 11:30  BUY    3541.91    3543.91     4.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 108 2025-09-04 16:30  BUY    3550.67    3541.56   -18.22   LOSS          early_cut   SSL  SWEEP+SMC
 109 2025-09-04 20:00  BUY    3551.92    3544.79    -7.13   LOSS     trend_reversal   SSL  SWEEP+SMC
 110 2025-09-05 03:15  BUY    3551.04    3553.04     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 111 2025-09-05 07:15  BUY    3557.60    3550.01    -7.59   LOSS     trend_reversal   SSL  SWEEP+SMC
 112 2025-09-05 12:45  BUY    3552.26    3563.66    22.80    WIN        take_profit   SSL  SWEEP+SMC
 113 2025-09-05 18:00  BUY    3584.15    3596.40    12.25    WIN        trailing_sl   SSL  SWEEP+SMC
 114 2025-09-05 23:30 SELL    3589.84    3587.44     2.40    WIN      weekend_close   BSL  SWEEP+SMC
 115 2025-09-08 06:45 SELL    3583.46    3597.47   -14.01   LOSS     trend_reversal   BSL  SWEEP+SMC
 116 2025-09-08 12:00  BUY    3612.73    3617.99     5.26    WIN        trailing_sl   SSL  SWEEP+SMC
 117 2025-09-08 15:45  BUY    3624.01    3627.94     7.86    WIN     breakeven_exit   SSL  SWEEP+SMC
 118 2025-09-08 18:45  BUY    3639.22    3633.92    -5.30   LOSS            timeout   SSL  SWEEP+SMC
 119 2025-09-09 03:30 SELL    3637.65    3653.58   -15.93   LOSS          early_cut   BSL  SWEEP+SMC
 120 2025-09-09 08:00  BUY    3654.79    3638.61   -16.18   LOSS          early_cut   SSL  SWEEP+SMC
 121 2025-09-09 13:00 SELL    3653.52    3651.52     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 122 2025-09-09 16:15  BUY    3660.37    3662.37     2.00    WIN        trailing_sl   SSL  SWEEP+SMC
 123 2025-09-09 19:15 SELL    3645.86    3643.86     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 124 2025-09-09 23:30 SELL    3628.53    3626.53     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 125 2025-09-10 04:30 SELL    3627.61    3641.05   -13.44   LOSS     trend_reversal   BSL  SWEEP+SMC
 126 2025-09-10 12:45  BUY    3655.14    3650.62    -9.04   LOSS     trend_reversal   SSL  SWEEP+SMC
 127 2025-09-10 20:45  BUY    3647.27    3639.76    -7.51   LOSS            timeout   SSL  SWEEP+SMC
 128 2025-09-11 04:15  BUY    3648.28    3633.64   -14.64   LOSS     trend_reversal   SSL  SWEEP+SMC
 129 2025-09-11 09:45 SELL    3633.16    3629.00     4.16    WIN        trailing_sl   BSL  SWEEP+SMC
 130 2025-09-11 13:00 SELL    3621.90    3618.59     3.31    WIN     breakeven_exit   BSL  SWEEP+SMC
 131 2025-09-11 17:30  BUY    3626.78    3633.55     6.77    WIN        trailing_sl   SSL  SWEEP+SMC
 132 2025-09-11 23:00  BUY    3635.70    3631.76    -3.94   LOSS     trend_reversal   SSL  SWEEP+SMC
 133 2025-09-12 05:15  BUY    3649.71    3651.71     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 134 2025-09-12 12:30  BUY    3644.50    3647.92     3.42    WIN     breakeven_exit   SSL  SWEEP+SMC
 135 2025-09-12 16:45  BUY    3650.02    3649.72    -0.60   LOSS       peak_protect   SSL  SWEEP+SMC
 136 2025-09-12 20:15  BUY    3647.80    3648.75     1.90    WIN      weekend_close   SSL  SWEEP+SMC
 137 2025-09-15 01:00  BUY    3643.67    3633.34   -10.33   LOSS     trend_reversal   SSL  SWEEP+SMC
 138 2025-09-15 06:15  BUY    3643.80    3639.49    -4.31   LOSS     trend_reversal   SSL  SWEEP+SMC
 139 2025-09-15 12:00  BUY    3644.50    3638.32    -6.18   LOSS     trend_reversal   SSL  SWEEP+SMC
 140 2025-09-15 18:00  BUY    3664.77    3684.18    19.41    WIN      market_signal   SSL  SWEEP+SMC
 141 2025-09-15 23:00  BUY    3681.12    3683.12     2.00    WIN        trailing_sl   SSL  SWEEP+SMC
 142 2025-09-16 06:15  BUY    3681.60    3689.85     8.25    WIN        take_profit   SSL  SWEEP+SMC
 143 2025-09-16 12:30  BUY    3696.42    3689.30   -14.24   LOSS     trend_reversal   SSL  SWEEP+SMC
 144 2025-09-16 18:00 SELL    3684.22    3682.22     4.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 145 2025-09-16 23:00  BUY    3692.54    3690.86    -1.68   LOSS            timeout   SSL  SWEEP+SMC
 146 2025-09-17 06:30 SELL    3682.22    3678.86     3.36    WIN        trailing_sl   BSL  SWEEP+SMC
 147 2025-09-17 12:15 SELL    3668.55    3666.55     4.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 148 2025-09-17 16:00  BUY    3678.31    3684.83    13.04    WIN        trailing_sl   SSL  SWEEP+SMC
 149 2025-09-17 23:00 SELL    3658.81    3656.81     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 150 2025-09-18 07:15 SELL    3657.82    3655.82     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 151 2025-09-18 10:45 SELL    3658.85    3656.85     4.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 152 2025-09-18 14:00  BUY    3667.60    3669.60     4.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 153 2025-09-18 18:00 SELL    3639.28    3641.84    -5.12   LOSS            timeout   BSL  SWEEP+SMC
 154 2025-09-19 01:30 SELL    3642.03    3640.03     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 155 2025-09-19 05:30  BUY    3646.23    3656.00     9.77    WIN        take_profit   SSL  SWEEP+SMC
 156 2025-09-19 09:30  BUY    3647.74    3650.76     3.02    WIN     breakeven_exit   SSL  SWEEP+SMC
 157 2025-09-19 13:45  BUY    3655.72    3647.39   -16.66   LOSS          early_cut   SSL  SWEEP+SMC
 158 2025-09-19 17:00  BUY    3660.35    3662.35     4.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 159 2025-09-19 20:00  BUY    3670.26    3682.21    11.95    WIN      market_signal   SSL  SWEEP+SMC
 160 2025-09-19 23:45  BUY    3684.58    3686.58     2.00    WIN        trailing_sl   SSL  SWEEP+SMC
 161 2025-09-22 03:45  BUY    3690.74    3692.74     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 162 2025-09-22 06:45  BUY    3695.23    3709.75    14.52    WIN        take_profit   SSL  SWEEP+SMC
 163 2025-09-22 12:30  BUY    3720.89    3724.21     6.64    WIN     breakeven_exit   SSL  SWEEP+SMC
 164 2025-09-22 17:00  BUY    3720.02    3732.34    12.32    WIN        take_profit   SSL  SWEEP+SMC
 165 2025-09-22 23:00  BUY    3745.52    3747.52     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 166 2025-09-23 06:00  BUY    3739.01    3743.52     4.51    WIN        trailing_sl   SSL  SWEEP+SMC
 167 2025-09-23 09:45  BUY    3753.76    3779.67    25.91    WIN        take_profit   SSL  SWEEP+SMC
 168 2025-09-23 14:30  BUY    3782.92    3784.92     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 169 2025-09-23 18:45 SELL    3779.17    3777.17     4.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 170 2025-09-23 23:00 SELL    3764.94    3762.94     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 171 2025-09-24 04:00 SELL    3763.02    3751.15    11.87    WIN        take_profit   BSL  SWEEP+SMC
 172 2025-09-24 08:30  BUY    3774.43    3770.30    -4.13   LOSS     trend_reversal   SSL  SWEEP+SMC
 173 2025-09-24 13:45  BUY    3761.90    3765.91     4.01    WIN     breakeven_exit   SSL  SWEEP+SMC
 174 2025-09-24 17:30 SELL    3755.15    3754.34     1.62    WIN       peak_protect   BSL  SWEEP+SMC
 175 2025-09-24 20:45 SELL    3733.00    3731.00     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 176 2025-09-25 01:15 SELL    3744.65    3742.65     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 177 2025-09-25 04:15  BUY    3744.06    3732.28   -11.78   LOSS     trend_reversal   SSL  SWEEP+SMC
 178 2025-09-25 09:30  BUY    3741.91    3757.16    15.26    WIN        take_profit   SSL  SWEEP+SMC
 179 2025-09-25 13:30  BUY    3756.89    3743.41   -26.96   LOSS           max_loss   SSL  SWEEP+SMC
 180 2025-09-25 16:30 SELL    3725.97    3734.70   -17.46   LOSS          early_cut   BSL  SWEEP+SMC
 181 2025-09-25 23:15 SELL    3748.71    3744.31     4.40    WIN     breakeven_exit   BSL  SWEEP+SMC
 182 2025-09-26 05:15 SELL    3740.77    3738.16     2.61    WIN     breakeven_exit   BSL  SWEEP+SMC
 183 2025-09-26 09:15 SELL    3751.66    3741.38    20.56    WIN        take_profit   BSL  SWEEP+SMC
 184 2025-09-26 12:30 SELL    3748.81    3746.81     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 185 2025-09-26 16:30  BUY    3758.11    3781.14    46.05    WIN        take_profit   SSL  SWEEP+SMC
 186 2025-09-26 19:45  BUY    3774.12    3779.82     5.70    WIN     breakeven_exit   SSL  SWEEP+SMC
 187 2025-09-26 23:45 SELL    3760.82    3777.29   -16.47   LOSS          early_cut   BSL  SWEEP+SMC
 188 2025-09-29 05:45  BUY    3792.76    3794.76     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 189 2025-09-29 08:45  BUY    3813.49    3815.49     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 190 2025-09-29 11:45  BUY    3818.64    3810.11   -17.06   LOSS          early_cut   SSL  SWEEP+SMC
 191 2025-09-29 15:00  BUY    3824.35    3813.59   -21.52   LOSS          early_cut   SSL  SWEEP+SMC
 192 2025-09-29 18:15  BUY    3829.28    3825.81    -3.47   LOSS            timeout   SSL  SWEEP+SMC
 193 2025-09-30 01:45  BUY    3830.53    3835.44     4.91    WIN        trailing_sl   SSL  SWEEP+SMC
 194 2025-09-30 05:45  BUY    3847.80    3862.62    14.82    WIN      market_signal   SSL  SWEEP+SMC
 195 2025-09-30 11:15 SELL    3823.53    3818.37     5.16    WIN        trailing_sl   BSL  SWEEP+SMC
 196 2025-09-30 17:45 SELL    3853.92    3837.90    16.02    WIN        trailing_sl   BSL  SWEEP+SMC
 197 2025-09-30 23:00  BUY    3852.91    3856.53     3.62    WIN     breakeven_exit   SSL  SWEEP+SMC
 198 2025-10-01 03:45  BUY    3860.44    3865.74     5.30    WIN        trailing_sl   SSL  SWEEP+SMC
 199 2025-10-01 07:45  BUY    3864.73    3878.74    14.01    WIN        take_profit   SSL  SWEEP+SMC
 200 2025-10-01 13:15  BUY    3886.30    3870.24   -16.06   LOSS          early_cut   SSL  SWEEP+SMC
 201 2025-10-01 18:15 SELL    3859.49    3870.23   -21.48   LOSS          early_cut   BSL  SWEEP+SMC
 202 2025-10-01 23:00 SELL    3862.02    3860.02     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 203 2025-10-02 06:00 SELL    3868.74    3866.74     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 204 2025-10-02 09:15  BUY    3871.70    3873.70     4.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 205 2025-10-02 14:15  BUY    3883.35    3887.88     4.53    WIN        trailing_sl   SSL  SWEEP+SMC
 206 2025-10-02 18:45 SELL    3828.14    3842.92   -29.56   LOSS          early_cut   BSL  SWEEP+SMC
 207 2025-10-02 23:00 SELL    3856.94    3854.94     2.00    WIN     breakeven_exit   BSL  SWEEP+SMC
 208 2025-10-03 04:00  BUY    3856.48    3839.79   -16.69   LOSS          early_cut   SSL  SWEEP+SMC
 209 2025-10-03 08:45 SELL    3854.94    3865.23   -10.29   LOSS            timeout   BSL  SWEEP+SMC
 210 2025-10-03 15:45  BUY    3873.78    3877.94     4.16    WIN        trailing_sl   SSL  SWEEP+SMC
 211 2025-10-03 19:00  BUY    3886.19    3888.17     3.96    WIN      weekend_close   SSL  SWEEP+SMC
 212 2025-10-06 01:15  BUY    3893.88    3919.52    25.64    WIN        take_profit   SSL  SWEEP+SMC
 213 2025-10-06 04:30  BUY    3910.00    3920.79    10.79    WIN        trailing_sl   SSL  SWEEP+SMC
 214 2025-10-06 08:15  BUY    3936.77    3944.07     7.30    WIN        trailing_sl   SSL  SWEEP+SMC
 215 2025-10-06 14:00  BUY    3936.66    3938.66     2.00    WIN     breakeven_exit   SSL  SWEEP+SMC
 216 2025-10-06 17:45  BUY    3954.81    3959.30     8.98    WIN     breakeven_exit   SSL  SWEEP+SMC
